,Doc. No.,G/L Account No,G/L Account Desc,Vendor No,Vendor Name,Vendor.acc.grp,Vendor.grp.description,Inv. Amount.,Doc. Date,Posting. Date,Baseline Date,Age,Outstanding Amount.,CumSum,True Outstanding
27,1003304253,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-5,900.00",24-Jan-24,10-02-2024,24-01-2024,67,-5900,-2059128,-5900
28,1003303948,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-44,849.00",24-Jan-24,27-01-2024,24-01-2024,67,-44849,-2103977,-44849
29,1003303960,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-2,950.00",24-Jan-24,27-01-2024,24-01-2024,67,-2950,-2106927,-2950
30,1003304252,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-5,991.00",24-Jan-24,10-02-2024,24-01-2024,67,-5991,-2112918,-5991
31,1003303969,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-9,450.00",27-Jan-24,27-01-2024,27-01-2024,64,-9450,-2122368,-9450
32,1003304069,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-1,60,737.00",30-Jan-24,06-02-2024,30-01-2024,61,-160737,-2283105,-160737
33,1003304431,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-92,800.00",05-Feb-24,17-02-2024,05-02-2024,55,-92800,-2375905,-92800
34,1003304504,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-1,72,113.00",05-Feb-24,22-02-2024,05-02-2024,55,-172113,-2548018,-172113
35,1003304257,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-68,822.00",07-Feb-24,10-02-2024,07-02-2024,53,-68822,-2616840,-68822
36,1003304239,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-5,040.00",08-Feb-24,08-02-2024,08-02-2024,52,-5040,-2621880,-5040
37,1003304442,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-1,91,259.00",09-Feb-24,20-02-2024,09-02-2024,51,-191259,-2813139,-191259
38,1003304250,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-1,09,008.00",10-Feb-24,10-02-2024,10-02-2024,50,-109008,-2922147,-109008
39,1003304258,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-1,10,548.00",10-Feb-24,10-02-2024,10-02-2024,50,-110548,-3032695,-110548
40,1003304359,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-52,323.00",16-Feb-24,16-02-2024,16-02-2024,44,-52323,-3085018,-52323
41,1003304384,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-18,480.00",16-Feb-24,16-02-2024,16-02-2024,44,-18480,-3103498,-18480
42,1003304370,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-5,040.00",17-Feb-24,17-02-2024,17-02-2024,43,-5040,-3108538,-5040
43,1003304535,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-10,714.00",23-Feb-24,23-02-2024,23-02-2024,37,-10714,-3119252,-10714
44,1003304818,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-1,20,602.00",04-Mar-24,13-03-2024,04-03-2024,27,-120602,-3239854,-120602
45,1003304689,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-89,160.00",11-Mar-24,11-03-2024,11-03-2024,20,-89160,-3329014,-89160
46,1003304870,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-1,03,199.00",11-Mar-24,11-03-2024,11-03-2024,20,-103199,-3432213,-103199
47,1003304699,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-28,140.00",12-Mar-24,12-03-2024,12-03-2024,19,-28140,-3460353,-28140
48,1003304738,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-94,057.00",12-Mar-24,12-03-2024,12-03-2024,19,-94057,-3554410,-94057
49,1003304793,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-3,75,053.00",12-Mar-24,12-03-2024,12-03-2024,19,-375053,-3929463,-375053
50,1003304794,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-1,77,225.58",12-Mar-24,12-03-2024,12-03-2024,19,-177226,-4106689,-177226
51,1003304795,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-94,439.00",12-Mar-24,12-03-2024,12-03-2024,19,-94439,-4201128,-94439
52,1003304850,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-27,432.00",15-Mar-24,15-03-2024,15-03-2024,16,-27432,-4228560,-27432
53,1003305001,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-2,242.00",18-Mar-24,18-03-2024,18-03-2024,13,-2242,-4230802,-2242
54,1003305126,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-6,517.00",28-Mar-24,28-03-2024,28-03-2024,3,-6517,-4237319,-6517
0,1003303548,108001,Material Vendor,15100427,BIOSYSTEMS DIAGNOSTICS PRIVATE LIMI,V151,MATERIAL VENDOR,"-1,90,400.00",05-Jan-24,04-01-2024,05-01-2024,86,-190400,-190400,-190400
1,1003304218,108001,Material Vendor,15100427,BIOSYSTEMS DIAGNOSTICS PRIVATE LIMI,V151,MATERIAL VENDOR,"-1,52,320.00",02-Feb-24,02-02-2024,02-02-2024,58,-152320,-342720,-152320
2,1003304097,108001,Material Vendor,15100427,BIOSYSTEMS DIAGNOSTICS PRIVATE LIMI,V151,MATERIAL VENDOR,"-51,520.00",03-Feb-24,07-02-2024,03-02-2024,57,-51520,-394240,-51520
3,1003305054,108001,Material Vendor,15100427,BIOSYSTEMS DIAGNOSTICS PRIVATE LIMI,V151,MATERIAL VENDOR,"-64,400.00",21-Mar-24,21-03-2024,21-03-2024,10,-64400,-458640,-64400
0,1004203136,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,85,367.00",12-Feb-22,31-03-2022,12-02-2022,778,-185367,-185367,0
1,1004203137,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-92,002.00",12-Feb-22,31-03-2022,12-02-2022,778,-92002,-277369,-277369
2,1004203138,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-16,461.00",17-Feb-22,31-03-2022,17-02-2022,773,-16461,-293830,-16461
3,1004203139,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-93,451.00",17-Feb-22,31-03-2022,17-02-2022,773,-93451,-387281,-93451
4,1004203140,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-34,225.00",17-Feb-22,31-03-2022,17-02-2022,773,-34225,-421506,-34225
5,1004203141,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,38,404.00",17-Feb-22,31-03-2022,17-02-2022,773,-138404,-559910,-138404
6,1004203142,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-48,001.00",17-Feb-22,31-03-2022,17-02-2022,773,-48001,-607911,-48001
7,1004203143,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-21,323.40",18-Feb-22,31-03-2022,18-02-2022,772,-21323,-629234,-21323
8,1004203144,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-23,072.00",18-Feb-22,31-03-2022,18-02-2022,772,-23072,-652306,-23072
9,1004203145,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-20,952.96",18-Feb-22,31-03-2022,18-02-2022,772,-20953,-673259,-20953
10,1004203146,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-33,600.00",19-Feb-22,31-03-2022,19-02-2022,771,-33600,-706859,-33600
11,1004203147,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-29,400.00",24-Feb-22,31-03-2022,24-02-2022,766,-29400,-736259,-29400
12,1004203148,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,73,504.00",24-Feb-22,31-03-2022,24-02-2022,766,-173504,-909763,-173504
13,1004203149,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-11,799.00",26-Feb-22,31-03-2022,26-02-2022,764,-11799,-921562,-11799
14,1004203150,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-22,890.00",05-Mar-22,31-03-2022,05-03-2022,757,-22890,-944452,-22890
15,1004203151,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,18,266.00",05-Mar-22,31-03-2022,05-03-2022,757,-118266,-1062718,-118266
16,1004203152,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-46,858.00",11-Mar-22,31-03-2022,11-03-2022,751,-46858,-1109576,-46858
17,1004203153,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-20,160.00",11-Mar-22,31-03-2022,11-03-2022,751,-20160,-1129736,-20160
18,1004203154,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-12,166.00",11-Mar-22,31-03-2022,11-03-2022,751,-12166,-1141902,-12166
19,1004203155,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,30,888.00",11-Mar-22,31-03-2022,11-03-2022,751,-130888,-1272790,-130888
20,1004203156,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-42,647.00",11-Mar-22,31-03-2022,11-03-2022,751,-42647,-1315437,-42647
21,1004203157,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-48,060.00",11-Mar-22,31-03-2022,11-03-2022,751,-48060,-1363497,-48060
22,1004203158,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,33,679.00",16-Mar-22,31-03-2022,16-03-2022,746,-133679,-1497176,-133679
23,1004203159,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-93,450.56",16-Mar-22,31-03-2022,16-03-2022,746,-93451,-1590627,-93451
24,1004203160,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-30,450.00",16-Mar-22,31-03-2022,16-03-2022,746,-30450,-1621077,-30450
25,1004203161,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,00,510.00",16-Mar-22,31-03-2022,16-03-2022,746,-100510,-1721587,-100510
26,1004203162,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-20,160.00",18-Mar-22,31-03-2022,18-03-2022,744,-20160,-1741747,-20160
27,1004203163,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-42,647.00",21-Mar-22,31-03-2022,21-03-2022,741,-42647,-1784394,-42647
28,1004203164,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-93,451.00",24-Mar-22,31-03-2022,24-03-2022,738,-93451,-1877845,-93451
29,1004203165,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-27,669.00",28-Mar-22,31-03-2022,28-03-2022,734,-27669,-1905514,-27669
30,1004203166,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-52,500.00",28-Mar-22,31-03-2022,28-03-2022,734,-52500,-1958014,-52500
31,1004203735,227001,Adv to Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,0,31-Mar-22,31-07-2023,24-03-2022,731,1807,-1956207,1807
32,1003300024,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-74,550.00",31-Mar-22,01-04-2022,01-04-2022,731,-74550,-2030757,-74550
33,1003300025,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-44,913.16",31-Mar-22,01-04-2022,01-04-2022,731,-44913,-2075670,-44913
34,1003300258,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-28,940.80",31-Mar-22,01-05-2022,01-05-2022,731,-28941,-2104611,-28941
35,1003302284,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-6,16,312.00",01-Apr-22,31-03-2023,01-04-2022,730,-616312,-2720923,-616312
36,1003300232,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-10,438.28",01-Apr-22,01-04-2022,01-04-2022,730,-10438,-2731361,-10438
37,1001600560,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-3,28,830.00",01-Apr-22,01-04-2022,01-04-2022,730,-328830,-3060191,-328830
38,1001600561,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-8,13,982.00",01-Apr-22,01-04-2022,01-04-2022,730,-813982,-3874173,-813982
39,1001600562,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-8,07,707.00",01-Apr-22,01-04-2022,01-04-2022,730,-807707,-4681880,-807707
40,1001600563,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-9,71,013.00",01-Apr-22,01-04-2022,01-04-2022,730,-971013,-5652893,-971013
41,1001600564,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-10,16,940.00",01-Apr-22,01-04-2022,01-04-2022,730,-1016940,-6669833,-1016940
42,1001600565,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-9,88,500.00",01-Apr-22,01-04-2022,01-04-2022,730,-988500,-7658333,-988500
43,1001601021,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,0,01-Apr-22,01-04-2022,01-04-2022,730,399582,-7258751,399582
44,1004201883,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"77,166.00",12-Apr-22,31-07-2023,12-04-2022,719,77166,-7181585,77166
45,1003300020,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,24,425.00",16-Apr-22,16-04-2022,16-04-2022,715,-124425,-7306010,-124425
46,1003300045,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-3,89,912.00",16-Apr-22,16-04-2022,16-04-2022,715,-389912,-7695922,-389912
47,1003300223,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-97,984.00",16-Apr-22,16-04-2022,16-04-2022,715,-97984,-7793906,-97984
48,1003302364,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-60,384.00",25-Apr-22,31-03-2023,25-04-2022,706,-60384,-7854290,-60384
49,1003300089,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-20,160.00",25-Apr-22,25-04-2022,25-04-2022,706,-20160,-7874450,-20160
50,1003300173,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,22,090.00",25-Apr-22,25-04-2022,25-04-2022,706,-222090,-8096540,-222090
51,1003300224,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-4,45,389.00",25-Apr-22,25-04-2022,25-04-2022,706,-445389,-8541929,-445389
52,1003300225,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-30,240.00",25-Apr-22,25-04-2022,25-04-2022,706,-30240,-8572169,-30240
53,1003300226,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-60,384.00",25-Apr-22,25-04-2022,25-04-2022,706,-60384,-8632553,-60384
54,1003300227,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-20,160.00",25-Apr-22,25-04-2022,25-04-2022,706,-20160,-8652713,-20160
55,1003300488,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,38,041.00",27-Apr-22,01-06-2022,01-06-2022,704,-138041,-8790754,-138041
56,1001700378,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,0,01-May-22,01-05-2022,01-05-2022,700,1640521,-7150233,1640521
57,1003300151,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,06,617.00",03-May-22,03-05-2022,03-05-2022,698,-106617,-7256850,-106617
58,1003300147,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-93,451.00",05-May-22,05-05-2022,05-05-2022,696,-93451,-7350301,-93451
59,1003300145,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-93,451.00",06-May-22,06-05-2022,06-05-2022,695,-93451,-7443752,-93451
60,1003300292,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-9,59,065.00",07-May-22,01-06-2022,01-06-2022,694,-959065,-8402817,-959065
61,1003300385,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-16,110.00",07-May-22,01-06-2022,01-06-2022,694,-16110,-8418927,-16110
62,1003300150,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-40,951.00",07-May-22,07-05-2022,07-05-2022,694,-40951,-8459878,-40951
63,1003300137,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,38,692.00",09-May-22,09-05-2022,09-05-2022,692,-138692,-8598570,-138692
64,1003300149,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-27,010.00",10-May-22,10-05-2022,10-05-2022,691,-27010,-8625580,-27010
65,1003300093,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-20,160.00",12-May-22,12-05-2022,12-05-2022,689,-20160,-8645740,-20160
66,1003300103,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-26,779.00",12-May-22,12-05-2022,12-05-2022,689,-26779,-8672519,-26779
67,1003300104,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,81,256.00",12-May-22,12-05-2022,12-05-2022,689,-181256,-8853775,-181256
68,1003300090,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-30,240.00",13-May-22,13-05-2022,13-05-2022,688,-30240,-8884015,-30240
69,1003300189,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,31,468.00",13-May-22,13-05-2022,13-05-2022,688,-131468,-9015483,-131468
70,1003300133,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-38,143.00",17-May-22,17-05-2022,17-05-2022,684,-38143,-9053626,-38143
71,1003300092,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-80,997.00",18-May-22,18-05-2022,18-05-2022,683,-80997,-9134623,-80997
72,1003300138,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-3,21,859.00",18-May-22,18-05-2022,18-05-2022,683,-321859,-9456482,-321859
73,1003300154,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-6,291.00",18-May-22,18-05-2022,18-05-2022,683,-6291,-9462773,-6291
74,1003300197,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-9,536.00",20-May-22,20-05-2022,20-05-2022,681,-9536,-9472309,-9536
75,1003300146,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-6,291.00",24-May-22,24-05-2022,24-05-2022,677,-6291,-9478600,-6291
76,1003300152,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-78,750.00",24-May-22,24-05-2022,24-05-2022,677,-78750,-9557350,-78750
77,1003300153,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-8,143.00",24-May-22,24-05-2022,24-05-2022,677,-8143,-9565493,-8143
78,1003300170,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-6,345.00",24-May-22,24-05-2022,24-05-2022,677,-6345,-9571838,-6345
79,1003300398,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-46,101.00",02-Jun-22,02-06-2022,02-06-2022,668,-46101,-9617939,-46101
80,1003300306,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-93,451.00",02-Jun-22,03-06-2022,03-06-2022,668,-93451,-9711390,-93451
81,1003300287,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-4,519.00",02-Jun-22,03-06-2022,03-06-2022,668,-4519,-9715909,-4519
82,1003300285,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-8,055.00",02-Jun-22,03-06-2022,03-06-2022,668,-8055,-9723964,-8055
83,1003300304,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-93,451.00",03-Jun-22,17-06-2022,17-06-2022,667,-93451,-9817415,-93451
84,1001700433,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,0,04-Jun-22,04-06-2022,04-06-2022,666,1040656,-8776759,1040656
85,1003300502,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-10,306.00",06-Jun-22,01-06-2022,01-06-2022,664,-10306,-8787065,-10306
86,1003300397,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-12,833.00",06-Jun-22,06-06-2022,06-06-2022,664,-12833,-8799898,-12833
87,1003300399,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,80,352.00",06-Jun-22,06-06-2022,06-06-2022,664,-280352,-9080250,-280352
88,1003300454,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-7,48,261.00",06-Jun-22,06-06-2022,06-06-2022,664,-748261,-9828511,-748261
89,1003300955,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-15,661.00",10-Jun-22,01-09-2022,10-06-2022,660,-15661,-9844172,-15661
90,1003300289,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-40,320.00",13-Jun-22,13-06-2022,13-06-2022,657,-40320,-9884492,-40320
91,1003300339,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,30,954.00",13-Jun-22,13-06-2022,13-06-2022,657,-130954,-10015446,-130954
92,1003300511,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-13,558.00",13-Jun-22,13-06-2022,13-06-2022,657,-13558,-10029004,-13558
93,1003300288,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-4,85,374.00",13-Jun-22,13-06-2022,13-06-2022,657,-485374,-10514378,-485374
94,1003300286,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,50,354.00",17-Jun-22,17-06-2022,17-06-2022,653,-150354,-10664732,-150354
95,1003300302,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-30,450.00",21-Jun-22,21-06-2022,21-06-2022,649,-30450,-10695182,-30450
96,1003300507,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,85,918.00",23-Jun-22,23-06-2022,23-06-2022,647,-185918,-10881100,-185918
97,1003300510,108001,Material Vendor,15100428,CPC DIAGNOSTICS PRIVATE LIMITED,V151,MATERIAL VENDOR,"-52,500.00",23-Jun-22,23-06-2022,23-06-2022,647,-52500,-10933600,-52500
